id,raw_text,source_platform,timestamp,lat,long,ward,category_raw,image_url,citizen_id_masked
CMP-F4269B3B,Medical waste found near 4th Block Main Road park. Very dangerous for children playing in the area.,synthetic,2026-08-27T07:48:00,12.950345,77.627768,Koramangala 4th Block,waste,,CIT-4791
CMP-6C9F32F9,Storm drain on NS Palya Road is completely blocked. Water accumulates on the road after any rain.,synthetic,2026-08-20T10:48:00,12.941212,77.62422,Koramangala 1st Block,drainage,,CIT-9095
CMP-E728C543,Drain near HAL 2nd Stage is full of construction debris. Water cannot flow and the entire lane floods.,synthetic,2026-08-06T09:47:00,12.978664,77.640732,Indiranagar,blocked_drain,,CIT-6617
CMP-C0039391,Community dustbin near NS Palya Road market is overflowing. Stinking garbage spread all over the area.,synthetic,2026-08-21T21:30:00,12.939846,77.623851,Koramangala 4th Block,overflowing_bin,,CIT-5706
CMP-7B4F70E7,Terrible stench from the BTM Layout Junction area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-28T06:36:00,12.944297,77.613163,Koramangala 1st Block,foul_smell,,CIT-8216
CMP-4B29BD95,The transformer near NS Palya Road keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-08T21:35:00,12.939301,77.630309,Koramangala 1st Block,power_outage,,CIT-9005
CMP-073B8BE7,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-14T20:21:00,12.935064,77.618933,Koramangala 4th Block,road_flooding,,CIT-6314
CMP-1EA4E6E6,Multiple drains in the Indiranagar 100 Feet Road area are blocked. The entire stretch smells of sewage.,synthetic,2026-08-07T14:10:00,12.979155,77.641328,Indiranagar,blocked_drain,,CIT-2832
CMP-E1DA6839,The transformer near Near Lalbagh West Gate keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-13T16:40:00,12.944701,77.61182,Koramangala 4th Block,power_outage,,CIT-1588
CMP-EF156AAC,The flyover ramp near 80 Feet Road has developed dangerous potholes. Vehicles swerve suddenly to avoid them.,synthetic,2026-08-13T22:31:00,12.968412,77.751015,Whitefield Main Road,pothole,,CIT-4841
CMP-53796827,Multiple cases of waterborne illness reported in Marathahalli Bridge ward. 12 people admitted to hospital last week.,synthetic,2026-08-24T17:39:00,12.929826,77.623006,Koramangala 1st Block,disease_outbreak,,CIT-1939
CMP-336F160C,The low-lying area near 12th Cross always gets waterlogged during monsoon. Needs a permanent solution.,synthetic,2026-08-28T21:07:00,12.98436,77.639487,Indiranagar,waterlogging,,CIT-2213
CMP-3C39C4D6,Main storm drain is clogged and overflowing near the market area. Stinking water entering shops.,synthetic,2026-08-04T17:13:00,12.979226,77.64133,Indiranagar,blocked_drain,,CIT-3532
CMP-42E56155,The garbage bin at Near Lalbagh West Gate junction has not been emptied in a week. Strays are scattering waste everywhere.,synthetic,2026-08-03T15:25:00,12.98119,77.762094,Whitefield Main Road,overflowing_bin,,CIT-7730
CMP-0D45C268,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-06T10:46:00,12.976799,77.762403,Whitefield Main Road,power_fluctuation,,CIT-9882
CMP-E31EB303,Pothole on Near Lalbagh West Gate main road caused a motorcyclist to crash. Hospital treatment needed. Please fix urgently.,synthetic,2026-08-01T19:28:00,12.939456,77.622805,Koramangala 1st Block,pothole,,CIT-1534
CMP-8C4EB4B8,Leaking fire hydrant near 4th Block Main Road has been wasting thousands of liters daily. Nobody has come to fix it despite multiple complaints.,synthetic,2026-08-15T08:54:00,12.93619,77.625004,Koramangala 4th Block,water_leakage,,CIT-3664
CMP-9032C45A,Main storm drain is clogged and overflowing near the market area. Stinking water entering shops.,synthetic,2026-08-22T11:10:00,12.970101,77.75824,Whitefield Main Road,blocked_drain,,CIT-7267
CMP-09484BB1,Potholes on 5th Block Park road have become so deep that cars bottom out. Buses are unable to use this route.,synthetic,2026-08-07T19:08:00,12.968764,77.749695,Whitefield Main Road,pothole,,CIT-6363
CMP-E4F55178,Dead dog on ITPL Main Road road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-10T20:07:00,12.978332,77.630418,Indiranagar,dead_animal,,CIT-7594
CMP-5AB097FD,Our area's sewage system cannot handle the load during peak hours. Backflow into homes is common.,synthetic,2026-08-15T07:15:00,12.947795,77.624407,Koramangala 1st Block,sewage,,CIT-4839
CMP-0C907484,The drain near HAL 2nd Stage park is filled to the brim. Any more rain and it will enter nearby homes.,synthetic,2026-08-12T12:27:00,12.977964,77.640989,Indiranagar,blocked_drain,,CIT-8238
CMP-EDA36D3B,Street is completely flooded with water from a burst pipe near NEED Cross Road. Children are walking through knee-deep water to school.,synthetic,2026-08-17T20:57:00,12.934298,77.625685,Koramangala 4th Block,water_leakage,,CIT-6539
CMP-F02E412C,Large drain near NEED Cross Road junction is completely blocked. Mosquitoes everywhere. Dengue risk is high.,synthetic,2026-08-18T21:15:00,12.968227,77.754851,Whitefield Main Road,blocked_drain,,CIT-3365
CMP-2B54841F,Transformer near Marathahalli Bridge is making loud buzzing sounds and sparks. Could explode anytime.,synthetic,2026-08-28T11:21:00,12.972444,77.651119,Indiranagar,transformer,,CIT-7561
CMP-75BA5B7F,Sewage pipe has burst near BTM Layout Junction. Raw sewage is flowing on the road. Extreme health hazard.,synthetic,2026-08-24T22:38:00,12.93993,77.629001,Koramangala 1st Block,sewage,,CIT-5853
CMP-075AE910,Large cracks developing on 4th Block Main Road road. The foundation seems to be shifting.,synthetic,2026-08-27T18:17:00,12.928685,77.584693,Jayanagar 4th T Block,road_crack,,CIT-9138
CMP-B9E3F3EF,Frequent power cuts in our area. Sometimes 4-5 hours without electricity. Very difficult for work from home.,synthetic,2026-08-19T15:50:00,12.968098,77.620951,Indiranagar,power_outage,,CIT-8775
CMP-ECDBDC38,The water pipeline from the overhead tank to our ward has multiple leak points. Water doesn't reach our area properly.,synthetic,2026-08-09T13:12:00,12.934755,77.625323,Koramangala 4th Block,water_leakage,,CIT-5563
CMP-78011964,Large cracks developing on 5th Block Park road. The foundation seems to be shifting.,synthetic,2026-08-17T21:56:00,12.967412,77.644041,Indiranagar,road_crack,,CIT-4159
CMP-D8841F46,Road near 80 Feet Road school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-07T10:09:00,12.969881,77.75137,Whitefield Main Road,pothole,,CIT-2052
CMP-F3C98BE4,Water pressure is very low during peak hours. Difficult to even fill a bucket.,synthetic,2026-08-18T22:08:00,12.950421,77.741989,Whitefield Main Road,low_pressure,,CIT-4331
CMP-080040CC,Massive pothole near Near Phoenix Mall bus stop. Multiple bikes have fallen. Very dangerous especially at night.,synthetic,2026-08-05T13:50:00,12.925875,77.588702,Jayanagar 4th T Block,pothole,,CIT-7044
CMP-1EA68CB5,Garbage has not been collected for 5 days in 100 Feet Road area. The bins are overflowing and it smells terrible.,synthetic,2026-08-18T18:29:00,12.916296,77.59338,Jayanagar 4th T Block,garbage,,CIT-4912
CMP-D6467C12,Medical waste found near Anepalya Junction park. Very dangerous for children playing in the area.,synthetic,2026-08-08T07:46:00,12.971102,77.635929,Indiranagar,waste,,CIT-1510
CMP-EFE9A83D,Dead dog on 12th Cross road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-06T07:43:00,12.924264,77.586338,Jayanagar 4th T Block,dead_animal,,CIT-7947
CMP-18497BC9,Large cracks developing on NEED Cross Road road. The foundation seems to be shifting.,synthetic,2026-08-15T08:43:00,12.93467,77.607988,Koramangala 1st Block,road_crack,,CIT-4241
CMP-02B65FB0,Multiple drains in the Indiranagar 100 Feet Road area are blocked. The entire stretch smells of sewage.,synthetic,2026-08-21T16:24:00,12.927877,77.587573,Jayanagar 4th T Block,blocked_drain,,CIT-8433
CMP-0106A286,Street is completely flooded with water from a burst pipe near 4th Block Main Road. Children are walking through knee-deep water to school.,synthetic,2026-08-25T08:43:00,12.936062,77.625109,Koramangala 4th Block,water_leakage,,CIT-2343
CMP-4716A474,Potholes on AK Colony road have become so deep that cars bottom out. Buses are unable to use this route.,synthetic,2026-08-21T12:39:00,12.972568,77.636154,Indiranagar,pothole,,CIT-2591
CMP-1E30F1A5,Heavy rain caused flooding on 100 Feet Road road. Cars stalled in water.,synthetic,2026-08-20T06:03:00,12.963828,77.740217,Whitefield Main Road,road_flooding,,CIT-4362
CMP-3CA5ACF9,The stretch near ITPL Main Road has at least 15 potholes in 500 meters. It's like an obstacle course.,synthetic,2026-08-26T08:33:00,12.933436,77.610247,Koramangala 1st Block,pothole,,CIT-6927
CMP-78942557,"The drain on NEED Cross Road road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-08T11:56:00,12.978875,77.640559,Indiranagar,blocked_drain,,CIT-7745
CMP-B23318A2,The electric pole near Anepalya Junction is tilted and the wires are touching the ground. Electrocution risk.,synthetic,2026-08-15T17:43:00,12.945084,77.625367,Koramangala 4th Block,electrical_hazard,,CIT-7242
CMP-A96E5699,Half the streetlights on Anepalya Junction main road are broken. Women feel unsafe walking in the evening.,synthetic,2026-08-29T09:02:00,12.972703,77.754279,Whitefield Main Road,streetlight,,CIT-1256
CMP-027C73F8,Half the streetlights on BTM Layout Junction main road are broken. Women feel unsafe walking in the evening.,synthetic,2026-08-15T20:49:00,12.933472,77.610638,Koramangala 1st Block,streetlight,,CIT-9641
CMP-9EA9765A,Our apartment complex has had low water pressure for 3 weeks. The municipal supply barely trickles. We suspect a leak in the main line.,synthetic,2026-08-24T13:00:00,12.93676,77.624967,Koramangala 4th Block,water_leakage,,CIT-2160
CMP-7263A709,Multiple houses in our colony report low water pressure. The old cast iron pipes along the main road seem to be corroded and leaking.,synthetic,2026-08-24T16:13:00,12.937522,77.625693,Koramangala 4th Block,water_leakage,,CIT-3287
CMP-27C9D47C,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-19T21:05:00,12.926041,77.588619,Jayanagar 4th T Block,power_fluctuation,,CIT-1911
CMP-522ABCDD,Transformer near 1st Main Road is making loud buzzing sounds and sparks. Could explode anytime.,synthetic,2026-08-25T19:55:00,12.928028,77.633917,Koramangala 4th Block,transformer,,CIT-6119
CMP-89386EAF,Dead dog on Near Jyoti Nivas College road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-26T12:30:00,12.925015,77.585765,Jayanagar 4th T Block,dead_animal,,CIT-1251
CMP-8CB65001,Streetlights on 5th Block Park road are not working for the past week. The road is pitch dark at night. Safety concern.,synthetic,2026-08-04T16:50:00,12.936316,77.631419,Koramangala 4th Block,streetlight,,CIT-5700
CMP-E5AA2CCC,Transformer near 5th Block Park is making loud buzzing sounds and sparks. Could explode anytime.,synthetic,2026-08-27T09:33:00,12.921897,77.61971,Koramangala 1st Block,transformer,,CIT-3653
CMP-BB796F7C,Multiple cases of waterborne illness reported in 100 Feet Road ward. 12 people admitted to hospital last week.,synthetic,2026-08-16T20:13:00,12.943207,77.627665,Koramangala 4th Block,disease_outbreak,,CIT-6231
CMP-C2C42EB5,Pothole on Near Jayanagar Shopping Complex main road caused a motorcyclist to crash. Hospital treatment needed. Please fix urgently.,synthetic,2026-08-02T15:31:00,12.971422,77.757286,Whitefield Main Road,pothole,,CIT-9793
CMP-5DB8BA74,Terrible stench from the 27th Main area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-17T11:37:00,12.934781,77.62934,Koramangala 1st Block,foul_smell,,CIT-6531
CMP-1C3A1F4A,The garbage bin at 4th Block Main Road junction has not been emptied in a week. Strays are scattering waste everywhere.,synthetic,2026-08-22T06:08:00,12.93798,77.624954,Koramangala 1st Block,overflowing_bin,,CIT-4898
CMP-1EC8A920,Terrible stench from the Near Forum Mall area due to untreated sewage mixing with rainwater runoff.,synthetic,2026-08-01T17:19:00,12.93063,77.616131,Koramangala 4th Block,foul_smell,,CIT-8967
CMP-9F2BF3AF,Water leaking from the main pipeline near NEED Cross Road for the past 7 days. The road is completely flooded and vehicles cannot pass.,synthetic,2026-08-23T08:37:00,12.935797,77.625157,Koramangala 4th Block,water_leakage,,CIT-9279
CMP-148C8DF6,Road near 80 Feet Road school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-19T19:03:00,12.969229,77.750957,Whitefield Main Road,pothole,,CIT-7232
CMP-E7E4C458,Road surface near BTM Layout Junction market is completely broken. Every monsoon it gets worse. Nothing is ever repaired.,synthetic,2026-08-03T18:55:00,12.92776,77.627682,Koramangala 4th Block,pothole,,CIT-6456
CMP-8165FBFE,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-26T20:14:00,12.927733,77.611441,Koramangala 1st Block,power_fluctuation,,CIT-8684
CMP-499FD3E1,Voltage fluctuations have damaged 3 appliances in our house this month. The power supply is very unstable.,synthetic,2026-08-05T16:59:00,12.932035,77.598621,Jayanagar 4th T Block,power_fluctuation,,CIT-7438
CMP-1F574751,Minor water leak from the junction box on our street. Water dripping continuously for days.,synthetic,2026-08-18T08:35:00,12.935343,77.62357,Koramangala 4th Block,water_leakage,,CIT-2139
CMP-485FA8D5,"Open defecation near Near Jyoti Nivas College is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-28T16:01:00,12.919255,77.580785,Jayanagar 4th T Block,open_defecation,,CIT-7525
CMP-37592DD1,Road surface near ITPL Main Road market is completely broken. Every monsoon it gets worse. Nothing is ever repaired.,synthetic,2026-08-08T12:29:00,12.970081,77.75163,Whitefield Main Road,pothole,,CIT-3683
CMP-830D9C4B,The municipal garbage collection van comes only twice a week. Waste piles up on the road causing health issues.,synthetic,2026-08-09T11:37:00,12.929417,77.618972,Koramangala 1st Block,garbage,,CIT-8700
CMP-DB44241C,Water main burst at the junction near NEED Cross Road. Traffic is completely blocked. Water is being wasted into storm drains.,synthetic,2026-08-16T07:03:00,12.934401,77.624203,Koramangala 4th Block,water_leakage,,CIT-9320
CMP-136AD106,Transformer near 1st Main Road is making loud buzzing sounds and sparks. Could explode anytime.,synthetic,2026-08-25T21:55:00,12.934997,77.612345,Koramangala 1st Block,transformer,,CIT-4397
CMP-C55E36E0,Dead dog on BTM Layout Junction road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-09T15:14:00,12.958405,77.642794,Indiranagar,dead_animal,,CIT-4396
CMP-BF9630AC,The flyover ramp near 5th Block Park has developed dangerous potholes. Vehicles swerve suddenly to avoid them.,synthetic,2026-08-13T21:29:00,12.970544,77.751586,Whitefield Main Road,pothole,,CIT-5569
CMP-045B2758,Massive pothole near NEED Cross Road bus stop. Multiple bikes have fallen. Very dangerous especially at night.,synthetic,2026-08-12T08:49:00,12.972333,77.751292,Whitefield Main Road,pothole,,CIT-3496
CMP-DEF0FA60,Sewage pipe has burst near 80 Feet Road. Raw sewage is flowing on the road. Extreme health hazard.,synthetic,2026-08-18T14:08:00,12.940993,77.614385,Koramangala 1st Block,sewage,,CIT-1831
CMP-3CBAEF82,Open drains in our colony smell terrible and are overflowing. Health hazard for children.,synthetic,2026-08-09T20:57:00,12.919033,77.598249,Jayanagar 4th T Block,drainage,,CIT-2502
CMP-60E9D8F0,"No water supply in our area since morning. When water comes, it's just a trickle. Pipes seem to be burst somewhere underground.",synthetic,2026-08-08T20:51:00,12.933519,77.625274,Koramangala 4th Block,water_leakage,,CIT-2528
CMP-944FF6C8,Dead dog on ITPL Main Road road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-17T18:28:00,12.923449,77.579465,Jayanagar 4th T Block,dead_animal,,CIT-8025
CMP-E44D5D6C,Water leakage has damaged the road surface near NEED Cross Road. Large cracks have appeared and the asphalt is crumbling.,synthetic,2026-08-20T15:27:00,12.936282,77.624728,Koramangala 4th Block,water_leakage,,CIT-1958
CMP-9516CFC4,The stretch near 30th Cross has at least 15 potholes in 500 meters. It's like an obstacle course.,synthetic,2026-08-10T09:32:00,12.942642,77.619999,Koramangala 1st Block,pothole,,CIT-6517
CMP-2B5658CB,The drain near 12th Cross park is filled to the brim. Any more rain and it will enter nearby homes.,synthetic,2026-08-07T07:53:00,12.98046,77.642258,Indiranagar,blocked_drain,,CIT-3088
CMP-F3E91E00,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-26T11:01:00,12.930263,77.618719,Koramangala 4th Block,contaminated_water,,CIT-3068
CMP-187CD88A,Medical waste found near 27th Main park. Very dangerous for children playing in the area.,synthetic,2026-08-24T15:53:00,12.978338,77.64137,Indiranagar,waste,,CIT-8316
CMP-5D23E6ED,The transformer near 100 Feet Road keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-09T11:00:00,12.939833,77.63206,Koramangala 4th Block,power_outage,,CIT-4164
CMP-9A965544,The main water distribution line for Old Airport Road ward has a slow leak that's been getting worse over the past month. Road damage visible.,synthetic,2026-08-15T19:34:00,12.93886,77.597849,Koramangala 1st Block,water_leakage,,CIT-5055
CMP-6E42E06D,"Open defecation near NS Palya Road is a daily problem. Despite having toilets, people use the open area. Very unhygienic.",synthetic,2026-08-30T16:55:00,12.970342,77.741284,Whitefield Main Road,open_defecation,,CIT-8205
CMP-ABDC69E4,Drain near 100 Feet Road is full of construction debris. Water cannot flow and the entire lane floods.,synthetic,2026-08-10T18:41:00,12.954199,77.739392,Whitefield Main Road,blocked_drain,,CIT-9624
CMP-9345A185,The drainage canal near 80 Feet Road has not been cleaned in months. Overflowing with garbage and stagnant water.,synthetic,2026-08-22T21:14:00,12.973517,77.638198,Indiranagar,drainage,,CIT-7022
CMP-49B34213,Large cracks developing on NEED Cross Road road. The foundation seems to be shifting.,synthetic,2026-08-09T17:44:00,12.969335,77.635632,Indiranagar,road_crack,,CIT-2936
CMP-B1D39646,We've reported low water pressure 5 times this month. Nobody inspects the underground pipeline that serves our ward.,synthetic,2026-08-14T08:38:00,12.93503,77.625299,Koramangala 4th Block,water_leakage,,CIT-7216
CMP-35207399,Frequent power cuts in our area. Sometimes 4-5 hours without electricity. Very difficult for work from home.,synthetic,2026-08-27T21:16:00,12.943998,77.620586,Koramangala 4th Block,power_outage,,CIT-6848
CMP-320CEA80,Water supply is irregular and low pressure in the mornings. We suspect the main distribution pipe has a leak affecting the whole block.,synthetic,2026-08-14T19:57:00,12.935527,77.626084,Koramangala 4th Block,water_leakage,,CIT-2489
CMP-66CAE22F,Drain near NEED Cross Road is full of construction debris. Water cannot flow and the entire lane floods.,synthetic,2026-08-07T12:26:00,12.977087,77.641642,Indiranagar,blocked_drain,,CIT-7653
CMP-4A6204B1,Road near ITPL Main Road school is full of potholes. School buses have to drive very slowly. Takes twice as long.,synthetic,2026-08-08T07:22:00,12.97138,77.751528,Whitefield Main Road,pothole,,CIT-9289
CMP-2649290C,Water pressure is very low during peak hours. Difficult to even fill a bucket.,synthetic,2026-08-11T09:55:00,12.984355,77.764784,Whitefield Main Road,low_pressure,,CIT-8486
CMP-065D6FB6,Half the streetlights on 4th Block Main Road main road are broken. Women feel unsafe walking in the evening.,synthetic,2026-08-17T22:35:00,12.930906,77.589033,Jayanagar 4th T Block,streetlight,,CIT-1713
CMP-5694ABCC,Garbage has not been collected for 5 days in 4th T Block Main area. The bins are overflowing and it smells terrible.,synthetic,2026-08-09T07:22:00,12.928848,77.626913,Koramangala 4th Block,garbage,,CIT-8565
CMP-1A41C695,Water leaking from the main pipeline near AK Colony for the past 8 days. The road is completely flooded and vehicles cannot pass.,synthetic,2026-08-22T06:38:00,12.935083,77.625223,Koramangala 4th Block,water_leakage,,CIT-4923
CMP-9B63CC6A,Pothole on NEED Cross Road main road caused a motorcyclist to crash. Hospital treatment needed. Please fix urgently.,synthetic,2026-08-19T18:21:00,12.97055,77.749994,Whitefield Main Road,pothole,,CIT-4475
CMP-0E5954F2,Dead dog on ITPL Main Road road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-04T12:27:00,12.909143,77.59103,Jayanagar 4th T Block,dead_animal,,CIT-6553
CMP-195CE2DC,Blue water stains on the road near HAL 2nd Stage indicate underground pipe leaks. The road has sunk about 6 inches in spots.,synthetic,2026-08-15T21:14:00,12.969087,77.630353,Indiranagar,water_leakage,,CIT-8075
CMP-AE293BE3,Storm drain on Old Airport Road is completely blocked. Water accumulates on the road after any rain.,synthetic,2026-08-03T16:55:00,12.977176,77.751228,Whitefield Main Road,drainage,,CIT-7779
CMP-47E373A0,"Our street has had intermittent water supply for 2 weeks. When it comes, it's brown and contaminated. Major pipe damage suspected.",synthetic,2026-08-16T08:00:00,12.935101,77.624056,Koramangala 4th Block,water_leakage,,CIT-9288
CMP-F361A9D6,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-25T15:51:00,12.931288,77.615981,Koramangala 1st Block,contaminated_water,,CIT-5390
CMP-F3BE6AF3,Road surface near 5th Block Park market is completely broken. Every monsoon it gets worse. Nothing is ever repaired.,synthetic,2026-08-18T21:06:00,12.969904,77.750372,Whitefield Main Road,pothole,,CIT-8135
CMP-C5DBD4D8,Drain near HAL 2nd Stage is full of construction debris. Water cannot flow and the entire lane floods.,synthetic,2026-08-12T13:51:00,12.978927,77.638979,Indiranagar,blocked_drain,,CIT-8784
CMP-11C7BB3E,Multiple cases of waterborne illness reported in Near Forum Mall ward. 12 people admitted to hospital last week.,synthetic,2026-08-29T15:54:00,12.987579,77.644768,Indiranagar,disease_outbreak,,CIT-6922
CMP-202F591E,The sewage drain in our area overflows every evening. Very unhygienic. Complaints to the ward office ignored.,synthetic,2026-08-17T19:56:00,12.976254,77.639532,Indiranagar,blocked_drain,,CIT-9099
CMP-A9DB95B6,The garbage bin at 4th T Block Main junction has not been emptied in a week. Strays are scattering waste everywhere.,synthetic,2026-08-21T18:50:00,12.948384,77.750589,Whitefield Main Road,overflowing_bin,,CIT-7821
CMP-6E2E2E56,The transformer near 80 Feet Road keeps tripping. Power goes out at least 3 times a week.,synthetic,2026-08-30T14:18:00,12.959624,77.751298,Whitefield Main Road,power_outage,,CIT-6654
CMP-7F3B46E6,The garbage bin at 5th Block Park junction has not been emptied in a week. Strays are scattering waste everywhere.,synthetic,2026-08-22T19:37:00,12.943789,77.626622,Koramangala 1st Block,overflowing_bin,,CIT-2622
CMP-B2FD1A22,Major water pipe burst near NEED Cross Road. Water is gushing out and creating a small river on the street. Very wasteful of treated water.,synthetic,2026-08-11T14:33:00,12.934199,77.622757,Koramangala 4th Block,water_leakage,,CIT-6107
CMP-DC0DB9EB,Road积水 after rain — the drainage cannot handle the flow. Water stays for hours.,synthetic,2026-08-06T09:43:00,12.935489,77.626069,Koramangala 4th Block,road_flooding,,CIT-3591
CMP-51E1ACEF,Sewage pipe has burst near 1st Main Road. Raw sewage is flowing on the road. Extreme health hazard.,synthetic,2026-08-19T21:17:00,12.947994,77.61286,Koramangala 1st Block,sewage,,CIT-5593
CMP-4CB02EAC,The drainage canal near Old Airport Road has not been cleaned in months. Overflowing with garbage and stagnant water.,synthetic,2026-08-24T17:48:00,12.920181,77.631461,Koramangala 4th Block,drainage,,CIT-7563
CMP-2608F15F,Overflowing drain outside NEED Cross Road school. Children have to walk past the stinking water every day.,synthetic,2026-08-04T09:38:00,12.974658,77.639147,Indiranagar,blocked_drain,,CIT-9379
CMP-4DF8A79B,A major water line broke last night near NEED Cross Road. Water was flowing for 6 hours before anyone noticed. Huge waste.,synthetic,2026-08-08T08:46:00,12.937417,77.62553,Koramangala 4th Block,water_leakage,,CIT-3103
CMP-CBCD698F,Road surface near Near Forum Mall market is completely broken. Every monsoon it gets worse. Nothing is ever repaired.,synthetic,2026-08-13T19:15:00,12.971432,77.751996,Whitefield Main Road,pothole,,CIT-6123
CMP-79F69BBD,Dead dog on Near Lalbagh West Gate road for 3 days. Nobody has come to remove it. It's decomposing and attracting flies.,synthetic,2026-08-02T07:08:00,12.928595,77.61946,Koramangala 1st Block,dead_animal,,CIT-8761
CMP-22165B5F,The electric pole near Near Phoenix Mall is tilted and the wires are touching the ground. Electrocution risk.,synthetic,2026-08-02T16:47:00,12.923426,77.598755,Jayanagar 4th T Block,electrical_hazard,,CIT-3492
CMP-54B96A51,"The drain on NEED Cross Road road is blocked with plastic waste. After every rain, the road floods.",synthetic,2026-08-09T14:02:00,12.980136,77.642899,Indiranagar,blocked_drain,,CIT-6967
CMP-D603262F,Multiple cases of waterborne illness reported in Old Airport Road ward. 12 people admitted to hospital last week.,synthetic,2026-08-22T17:04:00,12.923275,77.595153,Jayanagar 4th T Block,disease_outbreak,,CIT-1307
CMP-DC1D152F,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-04T18:23:00,12.918782,77.582303,Jayanagar 4th T Block,contaminated_water,,CIT-3363
CMP-A3E6EF02,Large cracks developing on ITPL Main Road road. The foundation seems to be shifting.,synthetic,2026-08-03T17:59:00,12.957253,77.625211,Koramangala 1st Block,road_crack,,CIT-8849
CMP-0B44C7F1,Water from our tap is discolored and smells like chlorine. People in the area are falling sick.,synthetic,2026-08-05T13:29:00,12.923018,77.602643,Jayanagar 4th T Block,contaminated_water,,CIT-5183
CMP-1D11F089,Pothole on 5th Block Park main road caused a motorcyclist to crash. Hospital treatment needed. Please fix urgently.,synthetic,2026-08-13T07:38:00,12.936562,77.616981,Koramangala 4th Block,pothole,,CIT-7095
CMP-8304F5C0,Construction waste dumped on 4th T Block Main road. Pedestrians cannot walk on the footpath.,synthetic,2026-08-23T20:28:00,12.933827,77.622704,Koramangala 4th Block,waste,,CIT-7108
